"","steps","date","interval","day","dayType"
"50",NA,"2012-10-01",405,"segunda","weekday"
"51",NA,"2012-10-01",410,"segunda","weekday"
"52",NA,"2012-10-01",415,"segunda","weekday"
"53",NA,"2012-10-01",420,"segunda","weekday"
"54",NA,"2012-10-01",425,"segunda","weekday"
"55",NA,"2012-10-01",430,"segunda","weekday"
"56",NA,"2012-10-01",435,"segunda","weekday"
"57",NA,"2012-10-01",440,"segunda","weekday"
"58",NA,"2012-10-01",445,"segunda","weekday"
"59",NA,"2012-10-01",450,"segunda","weekday"
"60",NA,"2012-10-01",455,"segunda","weekday"
"61",NA,"2012-10-01",500,"segunda","weekday"
"62",NA,"2012-10-01",505,"segunda","weekday"
"63",NA,"2012-10-01",510,"segunda","weekday"
"64",NA,"2012-10-01",515,"segunda","weekday"
"65",NA,"2012-10-01",520,"segunda","weekday"
"66",NA,"2012-10-01",525,"segunda","weekday"
"67",NA,"2012-10-01",530,"segunda","weekday"
"68",NA,"2012-10-01",535,"segunda","weekday"
"69",NA,"2012-10-01",540,"segunda","weekday"
"70",NA,"2012-10-01",545,"segunda","weekday"
"71",NA,"2012-10-01",550,"segunda","weekday"
"72",NA,"2012-10-01",555,"segunda","weekday"
"73",NA,"2012-10-01",600,"segunda","weekday"
"74",NA,"2012-10-01",605,"segunda","weekday"
"75",NA,"2012-10-01",610,"segunda","weekday"
"76",NA,"2012-10-01",615,"segunda","weekday"
"77",NA,"2012-10-01",620,"segunda","weekday"
"78",NA,"2012-10-01",625,"segunda","weekday"
"79",NA,"2012-10-01",630,"segunda","weekday"
"80",NA,"2012-10-01",635,"segunda","weekday"
"81",NA,"2012-10-01",640,"segunda","weekday"
"82",NA,"2012-10-01",645,"segunda","weekday"
"83",NA,"2012-10-01",650,"segunda","weekday"
"84",NA,"2012-10-01",655,"segunda","weekday"
"85",NA,"2012-10-01",700,"segunda","weekday"
"86",NA,"2012-10-01",705,"segunda","weekday"
"87",NA,"2012-10-01",710,"segunda","weekday"
"88",NA,"2012-10-01",715,"segunda","weekday"
"89",NA,"2012-10-01",720,"segunda","weekday"
"90",NA,"2012-10-01",725,"segunda","weekday"
"91",NA,"2012-10-01",730,"segunda","weekday"
"92",NA,"2012-10-01",735,"segunda","weekday"
"93",NA,"2012-10-01",740,"segunda","weekday"
"94",NA,"2012-10-01",745,"segunda","weekday"
"95",NA,"2012-10-01",750,"segunda","weekday"
"96",NA,"2012-10-01",755,"segunda","weekday"
"97",NA,"2012-10-01",800,"segunda","weekday"
"98",NA,"2012-10-01",805,"segunda","weekday"
"99",NA,"2012-10-01",810,"segunda","weekday"
"100",NA,"2012-10-01",815,"segunda","weekday"
"101",NA,"2012-10-01",820,"segunda","weekday"
"102",NA,"2012-10-01",825,"segunda","weekday"
"103",NA,"2012-10-01",830,"segunda","weekday"
"104",NA,"2012-10-01",835,"segunda","weekday"
"105",NA,"2012-10-01",840,"segunda","weekday"
"106",NA,"2012-10-01",845,"segunda","weekday"
"107",NA,"2012-10-01",850,"segunda","weekday"
"108",NA,"2012-10-01",855,"segunda","weekday"
"109",NA,"2012-10-01",900,"segunda","weekday"
"110",NA,"2012-10-01",905,"segunda","weekday"
"111",NA,"2012-10-01",910,"segunda","weekday"
"112",NA,"2012-10-01",915,"segunda","weekday"
"113",NA,"2012-10-01",920,"segunda","weekday"
"114",NA,"2012-10-01",925,"segunda","weekday"
"115",NA,"2012-10-01",930,"segunda","weekday"
"116",NA,"2012-10-01",935,"segunda","weekday"
"117",NA,"2012-10-01",940,"segunda","weekday"
"118",NA,"2012-10-01",945,"segunda","weekday"
"119",NA,"2012-10-01",950,"segunda","weekday"
"120",NA,"2012-10-01",955,"segunda","weekday"
"121",NA,"2012-10-01",1000,"segunda","weekday"
"122",NA,"2012-10-01",1005,"segunda","weekday"
"123",NA,"2012-10-01",1010,"segunda","weekday"
"124",NA,"2012-10-01",1015,"segunda","weekday"
"125",NA,"2012-10-01",1020,"segunda","weekday"
"126",NA,"2012-10-01",1025,"segunda","weekday"
"127",NA,"2012-10-01",1030,"segunda","weekday"
"128",NA,"2012-10-01",1035,"segunda","weekday"
"129",NA,"2012-10-01",1040,"segunda","weekday"
"130",NA,"2012-10-01",1045,"segunda","weekday"
"131",NA,"2012-10-01",1050,"segunda","weekday"
"132",NA,"2012-10-01",1055,"segunda","weekday"
"133",NA,"2012-10-01",1100,"segunda","weekday"
"134",NA,"2012-10-01",1105,"segunda","weekday"
"135",NA,"2012-10-01",1110,"segunda","weekday"
"136",NA,"2012-10-01",1115,"segunda","weekday"
"137",NA,"2012-10-01",1120,"segunda","weekday"
"138",NA,"2012-10-01",1125,"segunda","weekday"
"139",NA,"2012-10-01",1130,"segunda","weekday"
"140",NA,"2012-10-01",1135,"segunda","weekday"
"141",NA,"2012-10-01",1140,"segunda","weekday"
"142",NA,"2012-10-01",1145,"segunda","weekday"
"143",NA,"2012-10-01",1150,"segunda","weekday"
"144",NA,"2012-10-01",1155,"segunda","weekday"
"145",NA,"2012-10-01",1200,"segunda","weekday"
"146",NA,"2012-10-01",1205,"segunda","weekday"
"147",NA,"2012-10-01",1210,"segunda","weekday"
"148",NA,"2012-10-01",1215,"segunda","weekday"
"149",NA,"2012-10-01",1220,"segunda","weekday"
"150",NA,"2012-10-01",1225,"segunda","weekday"
"151",NA,"2012-10-01",1230,"segunda","weekday"
"152",NA,"2012-10-01",1235,"segunda","weekday"
"153",NA,"2012-10-01",1240,"segunda","weekday"
"154",NA,"2012-10-01",1245,"segunda","weekday"
"155",NA,"2012-10-01",1250,"segunda","weekday"
"156",NA,"2012-10-01",1255,"segunda","weekday"
"157",NA,"2012-10-01",1300,"segunda","weekday"
"158",NA,"2012-10-01",1305,"segunda","weekday"
"159",NA,"2012-10-01",1310,"segunda","weekday"
"160",NA,"2012-10-01",1315,"segunda","weekday"
"161",NA,"2012-10-01",1320,"segunda","weekday"
"162",NA,"2012-10-01",1325,"segunda","weekday"
"163",NA,"2012-10-01",1330,"segunda","weekday"
"164",NA,"2012-10-01",1335,"segunda","weekday"
"165",NA,"2012-10-01",1340,"segunda","weekday"
"166",NA,"2012-10-01",1345,"segunda","weekday"
"167",NA,"2012-10-01",1350,"segunda","weekday"
"168",NA,"2012-10-01",1355,"segunda","weekday"
"169",NA,"2012-10-01",1400,"segunda","weekday"
"170",NA,"2012-10-01",1405,"segunda","weekday"
"171",NA,"2012-10-01",1410,"segunda","weekday"
"172",NA,"2012-10-01",1415,"segunda","weekday"
"173",NA,"2012-10-01",1420,"segunda","weekday"
"174",NA,"2012-10-01",1425,"segunda","weekday"
"175",NA,"2012-10-01",1430,"segunda","weekday"
"176",NA,"2012-10-01",1435,"segunda","weekday"
"177",NA,"2012-10-01",1440,"segunda","weekday"
"178",NA,"2012-10-01",1445,"segunda","weekday"
"179",NA,"2012-10-01",1450,"segunda","weekday"
"180",NA,"2012-10-01",1455,"segunda","weekday"
"181",NA,"2012-10-01",1500,"segunda","weekday"
"182",NA,"2012-10-01",1505,"segunda","weekday"
"183",NA,"2012-10-01",1510,"segunda","weekday"
"184",NA,"2012-10-01",1515,"segunda","weekday"
"185",NA,"2012-10-01",1520,"segunda","weekday"
"186",NA,"2012-10-01",1525,"segunda","weekday"
"187",NA,"2012-10-01",1530,"segunda","weekday"
"188",NA,"2012-10-01",1535,"segunda","weekday"
"189",NA,"2012-10-01",1540,"segunda","weekday"
"190",NA,"2012-10-01",1545,"segunda","weekday"
"191",NA,"2012-10-01",1550,"segunda","weekday"
"192",NA,"2012-10-01",1555,"segunda","weekday"
"193",NA,"2012-10-01",1600,"segunda","weekday"
"194",NA,"2012-10-01",1605,"segunda","weekday"
"195",NA,"2012-10-01",1610,"segunda","weekday"
"196",NA,"2012-10-01",1615,"segunda","weekday"
"197",NA,"2012-10-01",1620,"segunda","weekday"
"198",NA,"2012-10-01",1625,"segunda","weekday"
"199",NA,"2012-10-01",1630,"segunda","weekday"
"200",NA,"2012-10-01",1635,"segunda","weekday"
"201",NA,"2012-10-01",1640,"segunda","weekday"
"202",NA,"2012-10-01",1645,"segunda","weekday"
"203",NA,"2012-10-01",1650,"segunda","weekday"
"204",NA,"2012-10-01",1655,"segunda","weekday"
"205",NA,"2012-10-01",1700,"segunda","weekday"
"206",NA,"2012-10-01",1705,"segunda","weekday"
"207",NA,"2012-10-01",1710,"segunda","weekday"
"208",NA,"2012-10-01",1715,"segunda","weekday"
"209",NA,"2012-10-01",1720,"segunda","weekday"
"210",NA,"2012-10-01",1725,"segunda","weekday"
"211",NA,"2012-10-01",1730,"segunda","weekday"
"212",NA,"2012-10-01",1735,"segunda","weekday"
"213",NA,"2012-10-01",1740,"segunda","weekday"
"214",NA,"2012-10-01",1745,"segunda","weekday"
"215",NA,"2012-10-01",1750,"segunda","weekday"
"216",NA,"2012-10-01",1755,"segunda","weekday"
"217",NA,"2012-10-01",1800,"segunda","weekday"
"218",NA,"2012-10-01",1805,"segunda","weekday"
"219",NA,"2012-10-01",1810,"segunda","weekday"
"220",NA,"2012-10-01",1815,"segunda","weekday"
"221",NA,"2012-10-01",1820,"segunda","weekday"
"222",NA,"2012-10-01",1825,"segunda","weekday"
"223",NA,"2012-10-01",1830,"segunda","weekday"
"224",NA,"2012-10-01",1835,"segunda","weekday"
"225",NA,"2012-10-01",1840,"segunda","weekday"
"226",NA,"2012-10-01",1845,"segunda","weekday"
"227",NA,"2012-10-01",1850,"segunda","weekday"
"228",NA,"2012-10-01",1855,"segunda","weekday"
"229",NA,"2012-10-01",1900,"segunda","weekday"
"230",NA,"2012-10-01",1905,"segunda","weekday"
"231",NA,"2012-10-01",1910,"segunda","weekday"
"232",NA,"2012-10-01",1915,"segunda","weekday"
"233",NA,"2012-10-01",1920,"segunda","weekday"
"234",NA,"2012-10-01",1925,"segunda","weekday"
"235",NA,"2012-10-01",1930,"segunda","weekday"
"236",NA,"2012-10-01",1935,"segunda","weekday"
"237",NA,"2012-10-01",1940,"segunda","weekday"
"238",NA,"2012-10-01",1945,"segunda","weekday"
"239",NA,"2012-10-01",1950,"segunda","weekday"
"240",NA,"2012-10-01",1955,"segunda","weekday"
"241",NA,"2012-10-01",2000,"segunda","weekday"
"242",NA,"2012-10-01",2005,"segunda","weekday"
"243",NA,"2012-10-01",2010,"segunda","weekday"
"244",NA,"2012-10-01",2015,"segunda","weekday"
"245",NA,"2012-10-01",2020,"segunda","weekday"
"246",NA,"2012-10-01",2025,"segunda","weekday"
"247",NA,"2012-10-01",2030,"segunda","weekday"
"248",NA,"2012-10-01",2035,"segunda","weekday"
"249",NA,"2012-10-01",2040,"segunda","weekday"
"250",NA,"2012-10-01",2045,"segunda","weekday"
"251",NA,"2012-10-01",2050,"segunda","weekday"
"252",NA,"2012-10-01",2055,"segunda","weekday"
"253",NA,"2012-10-01",2100,"segunda","weekday"
"254",NA,"2012-10-01",2105,"segunda","weekday"
"255",NA,"2012-10-01",2110,"segunda","weekday"
"256",NA,"2012-10-01",2115,"segunda","weekday"
"257",NA,"2012-10-01",2120,"segunda","weekday"
"258",NA,"2012-10-01",2125,"segunda","weekday"
"259",NA,"2012-10-01",2130,"segunda","weekday"
"260",NA,"2012-10-01",2135,"segunda","weekday"
"261",NA,"2012-10-01",2140,"segunda","weekday"
"262",NA,"2012-10-01",2145,"segunda","weekday"
"263",NA,"2012-10-01",2150,"segunda","weekday"
"264",NA,"2012-10-01",2155,"segunda","weekday"
"265",NA,"2012-10-01",2200,"segunda","weekday"
"266",NA,"2012-10-01",2205,"segunda","weekday"
"267",NA,"2012-10-01",2210,"segunda","weekday"
"268",NA,"2012-10-01",2215,"segunda","weekday"
"269",NA,"2012-10-01",2220,"segunda","weekday"
"270",NA,"2012-10-01",2225,"segunda","weekday"
"271",NA,"2012-10-01",2230,"segunda","weekday"
"272",NA,"2012-10-01",2235,"segunda","weekday"
"273",NA,"2012-10-01",2240,"segunda","weekday"
"274",NA,"2012-10-01",2245,"segunda","weekday"
"275",NA,"2012-10-01",2250,"segunda","weekday"
"276",NA,"2012-10-01",2255,"segunda","weekday"
"277",NA,"2012-10-01",2300,"segunda","weekday"
"278",NA,"2012-10-01",2305,"segunda","weekday"
"279",NA,"2012-10-01",2310,"segunda","weekday"
"280",NA,"2012-10-01",2315,"segunda","weekday"
"281",NA,"2012-10-01",2320,"segunda","weekday"
"282",NA,"2012-10-01",2325,"segunda","weekday"
"283",NA,"2012-10-01",2330,"segunda","weekday"
"284",NA,"2012-10-01",2335,"segunda","weekday"
"285",NA,"2012-10-01",2340,"segunda","weekday"
"286",NA,"2012-10-01",2345,"segunda","weekday"
"287",NA,"2012-10-01",2350,"segunda","weekday"
"288",NA,"2012-10-01",2355,"segunda","weekday"
"289",0,"2012-10-02",0,"terça","weekday"
"290",0,"2012-10-02",5,"terça","weekday"
"291",0,"2012-10-02",10,"terça","weekday"
"292",0,"2012-10-02",15,"terça","weekday"
"293",0,"2012-10-02",20,"terça","weekday"
"294",0,"2012-10-02",25,"terça","weekday"
"295",0,"2012-10-02",30,"terça","weekday"
"296",0,"2012-10-02",35,"terça","weekday"
"297",0,"2012-10-02",40,"terça","weekday"
"298",0,"2012-10-02",45,"terça","weekday"
"299",0,"2012-10-02",50,"terça","weekday"
"300",0,"2012-10-02",55,"terça","weekday"
"301",0,"2012-10-02",100,"terça","weekday"
"302",0,"2012-10-02",105,"terça","weekday"
"303",0,"2012-10-02",110,"terça","weekday"
"304",0,"2012-10-02",115,"terça","weekday"
"305",0,"2012-10-02",120,"terça","weekday"
"306",0,"2012-10-02",125,"terça","weekday"
"307",0,"2012-10-02",130,"terça","weekday"
"308",0,"2012-10-02",135,"terça","weekday"
"309",0,"2012-10-02",140,"terça","weekday"
"310",0,"2012-10-02",145,"terça","weekday"
"311",0,"2012-10-02",150,"terça","weekday"
"312",0,"2012-10-02",155,"terça","weekday"
"313",0,"2012-10-02",200,"terça","weekday"
"314",0,"2012-10-02",205,"terça","weekday"
"315",0,"2012-10-02",210,"terça","weekday"
"316",0,"2012-10-02",215,"terça","weekday"
"317",0,"2012-10-02",220,"terça","weekday"
"318",0,"2012-10-02",225,"terça","weekday"
"319",0,"2012-10-02",230,"terça","weekday"
"320",0,"2012-10-02",235,"terça","weekday"
"321",0,"2012-10-02",240,"terça","weekday"
"322",0,"2012-10-02",245,"terça","weekday"
"323",0,"2012-10-02",250,"terça","weekday"
"324",0,"2012-10-02",255,"terça","weekday"
"325",0,"2012-10-02",300,"terça","weekday"
"326",0,"2012-10-02",305,"terça","weekday"
"327",0,"2012-10-02",310,"terça","weekday"
"328",0,"2012-10-02",315,"terça","weekday"
"329",0,"2012-10-02",320,"terça","weekday"
"330",0,"2012-10-02",325,"terça","weekday"
"331",0,"2012-10-02",330,"terça","weekday"
"332",0,"2012-10-02",335,"terça","weekday"
"333",0,"2012-10-02",340,"terça","weekday"
"334",0,"2012-10-02",345,"terça","weekday"
"335",0,"2012-10-02",350,"terça","weekday"
"336",0,"2012-10-02",355,"terça","weekday"
"337",0,"2012-10-02",400,"terça","weekday"
"338",0,"2012-10-02",405,"terça","weekday"
"339",0,"2012-10-02",410,"terça","weekday"
"340",0,"2012-10-02",415,"terça","weekday"
"341",0,"2012-10-02",420,"terça","weekday"
"342",0,"2012-10-02",425,"terça","weekday"
"343",0,"2012-10-02",430,"terça","weekday"
"344",0,"2012-10-02",435,"terça","weekday"
"345",0,"2012-10-02",440,"terça","weekday"
"346",0,"2012-10-02",445,"terça","weekday"
"347",0,"2012-10-02",450,"terça","weekday"
"348",0,"2012-10-02",455,"terça","weekday"
"349",0,"2012-10-02",500,"terça","weekday"
"350",0,"2012-10-02",505,"terça","weekday"
"351",0,"2012-10-02",510,"terça","weekday"
"352",0,"2012-10-02",515,"terça","weekday"
"353",0,"2012-10-02",520,"terça","weekday"
"354",0,"2012-10-02",525,"terça","weekday"
"355",0,"2012-10-02",530,"terça","weekday"
"356",0,"2012-10-02",535,"terça","weekday"
"357",0,"2012-10-02",540,"terça","weekday"
"358",0,"2012-10-02",545,"terça","weekday"
"359",0,"2012-10-02",550,"terça","weekday"
"360",0,"2012-10-02",555,"terça","weekday"
"361",0,"2012-10-02",600,"terça","weekday"
"362",0,"2012-10-02",605,"terça","weekday"
"363",0,"2012-10-02",610,"terça","weekday"
"364",0,"2012-10-02",615,"terça","weekday"
"365",0,"2012-10-02",620,"terça","weekday"
"366",0,"2012-10-02",625,"terça","weekday"
"367",0,"2012-10-02",630,"terça","weekday"
"368",0,"2012-10-02",635,"terça","weekday"
"369",0,"2012-10-02",640,"terça","weekday"
"370",0,"2012-10-02",645,"terça","weekday"
"371",0,"2012-10-02",650,"terça","weekday"
"372",0,"2012-10-02",655,"terça","weekday"
"373",0,"2012-10-02",700,"terça","weekday"
"374",0,"2012-10-02",705,"terça","weekday"
"375",0,"2012-10-02",710,"terça","weekday"
"376",0,"2012-10-02",715,"terça","weekday"
"377",0,"2012-10-02",720,"terça","weekday"
"378",0,"2012-10-02",725,"terça","weekday"
"379",0,"2012-10-02",730,"terça","weekday"
"380",0,"2012-10-02",735,"terça","weekday"
"381",0,"2012-10-02",740,"terça","weekday"
"382",0,"2012-10-02",745,"terça","weekday"
"383",0,"2012-10-02",750,"terça","weekday"
"384",0,"2012-10-02",755,"terça","weekday"
"385",0,"2012-10-02",800,"terça","weekday"
"386",0,"2012-10-02",805,"terça","weekday"
"387",0,"2012-10-02",810,"terça","weekday"
"388",0,"2012-10-02",815,"terça","weekday"
"389",0,"2012-10-02",820,"terça","weekday"
"390",0,"2012-10-02",825,"terça","weekday"
"391",0,"2012-10-02",830,"terça","weekday"
"392",0,"2012-10-02",835,"terça","weekday"
"393",0,"2012-10-02",840,"terça","weekday"
"394",0,"2012-10-02",845,"terça","weekday"
"395",0,"2012-10-02",850,"terça","weekday"
"396",0,"2012-10-02",855,"terça","weekday"
"397",0,"2012-10-02",900,"terça","weekday"
"398",0,"2012-10-02",905,"terça","weekday"
"399",0,"2012-10-02",910,"terça","weekday"
"400",0,"2012-10-02",915,"terça","weekday"
"401",0,"2012-10-02",920,"terça","weekday"
"402",0,"2012-10-02",925,"terça","weekday"
"403",0,"2012-10-02",930,"terça","weekday"
"404",0,"2012-10-02",935,"terça","weekday"
"405",0,"2012-10-02",940,"terça","weekday"
"406",0,"2012-10-02",945,"terça","weekday"
"407",0,"2012-10-02",950,"terça","weekday"
"408",0,"2012-10-02",955,"terça","weekday"
"409",0,"2012-10-02",1000,"terça","weekday"
"410",0,"2012-10-02",1005,"terça","weekday"
"411",0,"2012-10-02",1010,"terça","weekday"
"412",0,"2012-10-02",1015,"terça","weekday"
"413",0,"2012-10-02",1020,"terça","weekday"
"414",0,"2012-10-02",1025,"terça","weekday"
"415",0,"2012-10-02",1030,"terça","weekday"
"416",0,"2012-10-02",1035,"terça","weekday"
"417",0,"2012-10-02",1040,"terça","weekday"
"418",0,"2012-10-02",1045,"terça","weekday"
"419",0,"2012-10-02",1050,"terça","weekday"
"420",0,"2012-10-02",1055,"terça","weekday"
"421",0,"2012-10-02",1100,"terça","weekday"
"422",0,"2012-10-02",1105,"terça","weekday"
"423",0,"2012-10-02",1110,"terça","weekday"
"424",0,"2012-10-02",1115,"terça","weekday"
"425",0,"2012-10-02",1120,"terça","weekday"
"426",0,"2012-10-02",1125,"terça","weekday"
"427",0,"2012-10-02",1130,"terça","weekday"
"428",0,"2012-10-02",1135,"terça","weekday"
"429",0,"2012-10-02",1140,"terça","weekday"
"430",0,"2012-10-02",1145,"terça","weekday"
"431",0,"2012-10-02",1150,"terça","weekday"
"432",0,"2012-10-02",1155,"terça","weekday"
"433",0,"2012-10-02",1200,"terça","weekday"
"434",0,"2012-10-02",1205,"terça","weekday"
"435",0,"2012-10-02",1210,"terça","weekday"
"436",0,"2012-10-02",1215,"terça","weekday"
"437",0,"2012-10-02",1220,"terça","weekday"
"438",0,"2012-10-02",1225,"terça","weekday"
"439",0,"2012-10-02",1230,"terça","weekday"
"440",0,"2012-10-02",1235,"terça","weekday"
"441",0,"2012-10-02",1240,"terça","weekday"
"442",0,"2012-10-02",1245,"terça","weekday"
"443",0,"2012-10-02",1250,"terça","weekday"
"444",0,"2012-10-02",1255,"terça","weekday"
"445",0,"2012-10-02",1300,"terça","weekday"
"446",0,"2012-10-02",1305,"terça","weekday"
"447",0,"2012-10-02",1310,"terça","weekday"
"448",0,"2012-10-02",1315,"terça","weekday"
"449",0,"2012-10-02",1320,"terça","weekday"
"450",0,"2012-10-02",1325,"terça","weekday"
"451",0,"2012-10-02",1330,"terça","weekday"
"452",0,"2012-10-02",1335,"terça","weekday"
"453",0,"2012-10-02",1340,"terça","weekday"
"454",0,"2012-10-02",1345,"terça","weekday"
"455",0,"2012-10-02",1350,"terça","weekday"
"456",0,"2012-10-02",1355,"terça","weekday"
"457",0,"2012-10-02",1400,"terça","weekday"
"458",0,"2012-10-02",1405,"terça","weekday"
"459",0,"2012-10-02",1410,"terça","weekday"
"460",0,"2012-10-02",1415,"terça","weekday"
"461",0,"2012-10-02",1420,"terça","weekday"
"462",0,"2012-10-02",1425,"terça","weekday"
"463",0,"2012-10-02",1430,"terça","weekday"
"464",0,"2012-10-02",1435,"terça","weekday"
"465",0,"2012-10-02",1440,"terça","weekday"
"466",0,"2012-10-02",1445,"terça","weekday"
"467",0,"2012-10-02",1450,"terça","weekday"
"468",0,"2012-10-02",1455,"terça","weekday"
"469",0,"2012-10-02",1500,"terça","weekday"
"470",0,"2012-10-02",1505,"terça","weekday"
"471",0,"2012-10-02",1510,"terça","weekday"
"472",0,"2012-10-02",1515,"terça","weekday"
"473",0,"2012-10-02",1520,"terça","weekday"
"474",0,"2012-10-02",1525,"terça","weekday"
"475",0,"2012-10-02",1530,"terça","weekday"
"476",0,"2012-10-02",1535,"terça","weekday"
"477",0,"2012-10-02",1540,"terça","weekday"
"478",0,"2012-10-02",1545,"terça","weekday"
"479",0,"2012-10-02",1550,"terça","weekday"
"480",0,"2012-10-02",1555,"terça","weekday"
"481",0,"2012-10-02",1600,"terça","weekday"
"482",0,"2012-10-02",1605,"terça","weekday"
"483",0,"2012-10-02",1610,"terça","weekday"
"484",0,"2012-10-02",1615,"terça","weekday"
"485",0,"2012-10-02",1620,"terça","weekday"
"486",0,"2012-10-02",1625,"terça","weekday"
"487",0,"2012-10-02",1630,"terça","weekday"
"488",0,"2012-10-02",1635,"terça","weekday"
"489",0,"2012-10-02",1640,"terça","weekday"
"490",0,"2012-10-02",1645,"terça","weekday"
"491",0,"2012-10-02",1650,"terça","weekday"
"492",0,"2012-10-02",1655,"terça","weekday"
"493",0,"2012-10-02",1700,"terça","weekday"
"494",0,"2012-10-02",1705,"terça","weekday"
"495",0,"2012-10-02",1710,"terça","weekday"
"496",0,"2012-10-02",1715,"terça","weekday"
"497",0,"2012-10-02",1720,"terça","weekday"
"498",0,"2012-10-02",1725,"terça","weekday"
"499",0,"2012-10-02",1730,"terça","weekday"
"500",0,"2012-10-02",1735,"terça","weekday"
"501",0,"2012-10-02",1740,"terça","weekday"
"502",0,"2012-10-02",1745,"terça","weekday"
"503",0,"2012-10-02",1750,"terça","weekday"
"504",0,"2012-10-02",1755,"terça","weekday"
"505",0,"2012-10-02",1800,"terça","weekday"
"506",0,"2012-10-02",1805,"terça","weekday"
"507",0,"2012-10-02",1810,"terça","weekday"
"508",0,"2012-10-02",1815,"terça","weekday"
"509",0,"2012-10-02",1820,"terça","weekday"
"510",0,"2012-10-02",1825,"terça","weekday"
"511",0,"2012-10-02",1830,"terça","weekday"
"512",0,"2012-10-02",1835,"terça","weekday"
"513",0,"2012-10-02",1840,"terça","weekday"
"514",0,"2012-10-02",1845,"terça","weekday"
"515",0,"2012-10-02",1850,"terça","weekday"
"516",0,"2012-10-02",1855,"terça","weekday"
"517",0,"2012-10-02",1900,"terça","weekday"
"518",0,"2012-10-02",1905,"terça","weekday"
"519",0,"2012-10-02",1910,"terça","weekday"
"520",0,"2012-10-02",1915,"terça","weekday"
"521",0,"2012-10-02",1920,"terça","weekday"
"522",0,"2012-10-02",1925,"terça","weekday"
"523",0,"2012-10-02",1930,"terça","weekday"
"524",0,"2012-10-02",1935,"terça","weekday"
"525",0,"2012-10-02",1940,"terça","weekday"
"526",0,"2012-10-02",1945,"terça","weekday"
"527",0,"2012-10-02",1950,"terça","weekday"
"528",0,"2012-10-02",1955,"terça","weekday"
"529",0,"2012-10-02",2000,"terça","weekday"
"530",0,"2012-10-02",2005,"terça","weekday"
"531",0,"2012-10-02",2010,"terça","weekday"
"532",0,"2012-10-02",2015,"terça","weekday"
"533",0,"2012-10-02",2020,"terça","weekday"
"534",0,"2012-10-02",2025,"terça","weekday"
"535",0,"2012-10-02",2030,"terça","weekday"
"536",0,"2012-10-02",2035,"terça","weekday"
"537",0,"2012-10-02",2040,"terça","weekday"
"538",0,"2012-10-02",2045,"terça","weekday"
"539",0,"2012-10-02",2050,"terça","weekday"
"540",0,"2012-10-02",2055,"terça","weekday"
"541",0,"2012-10-02",2100,"terça","weekday"
"542",0,"2012-10-02",2105,"terça","weekday"
"543",0,"2012-10-02",2110,"terça","weekday"
"544",0,"2012-10-02",2115,"terça","weekday"
"545",0,"2012-10-02",2120,"terça","weekday"
